transaction_id,date,description,amount,type,category,merchant,transaction_tag
TXN0000621,11/8/2024,Taco Bell,-15.64,debit,Dining Out,Taco Bell,normal
TXN0000622,11/9/2024,Chipotle,-32.6,debit,Dining Out,Chipotle,normal
TXN0000623,11/9/2024,Pizza Hut,-26.82,debit,Dining Out,Pizza Hut,normal
TXN0000627,11/10/2024,Shake Shack,-30.0,debit,Dining Out,Shake Shack,normal
TXN0000626,11/10/2024,H&M,-174.14,debit,Shopping,H&M,normal
TXN0000625,11/10/2024,Taco Bell,-21.64,debit,Dining Out,Taco Bell,normal
TXN0000624,11/10/2024,AT&T Phone,-65.0,debit,Utilities,AT&T Phone,bill
TXN0000628,11/11/2024,Five Guys,-32.86,debit,Dining Out,Five Guys,normal
TXN0000629,11/12/2024,Spotify Premium,-10.99,debit,Entertainment,Spotify,subscription
TXN0000630,11/12/2024,Local Cafe - Coffee,-7.66,debit,Food & Drink,Local Cafe,normal
TXN0000631,11/12/2024,Walmart,-173.94,debit,Groceries,Walmart,normal
TXN0000632,11/12/2024,Dunkin - Coffee,-7.55,debit,Food & Drink,Dunkin,normal
TXN0000633,11/13/2024,Walmart,-21.9,debit,Groceries,Walmart,normal
TXN0000634,11/13/2024,Trader Joes,-42.38,debit,Groceries,Trader Joes,normal
TXN0000635,11/13/2024,IKEA,-126.45,debit,Shopping,IKEA,normal
TXN0000637,11/14/2024,Chevron,-30.22,debit,Transportation,Chevron,normal
TXN0000636,11/14/2024,Geico Auto Insurance,-165.0,debit,Insurance,Geico,bill
TXN0000638,11/15/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000639,11/15/2024,Netflix Subscription,-15.99,debit,Entertainment,Netflix,subscription
TXN0000640,11/15/2024,Starbucks - Coffee,-9.05,debit,Food & Drink,Starbucks,normal
TXN0000641,11/15/2024,Pizza Hut,-19.39,debit,Dining Out,Pizza Hut,normal
TXN0000642,11/15/2024,Walmart,-160.2,debit,Groceries,Walmart,normal
TXN0000643,11/17/2024,Chipotle,-31.05,debit,Dining Out,Chipotle,normal
TXN0000644,11/17/2024,Taco Bell,-30.53,debit,Dining Out,Taco Bell,normal
TXN0000645,11/17/2024,Five Guys,-27.61,debit,Dining Out,Five Guys,normal
TXN0000647,11/18/2024,Five Guys,-31.21,debit,Dining Out,Five Guys,normal
TXN0000646,11/18/2024,Headspace Premium,-12.49,debit,Health,Headspace,subscription
TXN0000650,11/19/2024,Local Cafe - Coffee,-8.36,debit,Food & Drink,Local Cafe,normal
TXN0000648,11/19/2024,76 Gas,-69.62,debit,Transportation,76 Gas,normal
TXN0000649,11/19/2024,H&M,-77.53,debit,Shopping,H&M,normal
TXN0000651,11/20/2024,Amazon Prime Membership,-14.99,debit,Shopping,Amazon Prime Video,subscription
TXN0000652,11/20/2024,76 Gas,-33.36,debit,Transportation,76 Gas,normal
TXN0000653,11/20/2024,Safeway,-133.13,debit,Groceries,Safeway,normal
TXN0000654,11/22/2024,Shake Shack,-18.47,debit,Dining Out,Shake Shack,normal
TXN0000655,11/23/2024,H&M,-39.24,debit,Shopping,H&M,normal
TXN0000656,11/23/2024,Delta Airlines - Tickets,-1350.0,debit,Travel,Delta Airlines,normal
TXN0000657,11/24/2024,Trader Joes,-92.85,debit,Groceries,Trader Joes,normal
TXN0000658,11/24/2024,H&M,-66.92,debit,Shopping,H&M,normal
TXN0000659,11/25/2024,Uber Ride,-16.01,debit,Transportation,Uber,normal
TXN0000660,11/25/2024,76 Gas,-58.06,debit,Transportation,76 Gas,normal
TXN0000663,11/26/2024,IKEA,-254.62,debit,Shopping,IKEA,normal
TXN0000661,11/26/2024,Starbucks - Coffee,-7.66,debit,Food & Drink,Starbucks,normal
TXN0000662,11/26/2024,Local Cafe - Coffee,-4.1,debit,Food & Drink,Local Cafe,normal
TXN0000664,11/28/2024,IKEA,-170.93,debit,Shopping,IKEA,normal
TXN0000665,11/28/2024,Dunkin - Coffee,-6.08,debit,Food & Drink,Dunkin,normal
TXN0000666,11/29/2024,Safeway,-49.08,debit,Groceries,Safeway,normal
TXN0000667,11/29/2024,Walmart,-194.16,debit,Groceries,Walmart,normal
TXN0000668,11/29/2024,Local Cafe - Coffee,-8.05,debit,Food & Drink,Local Cafe,normal
TXN0000671,11/30/2024,H&M,-34.31,debit,Shopping,H&M,normal
TXN0000669,11/30/2024,Safeway,-104.25,debit,Groceries,Safeway,normal
TXN0000670,11/30/2024,Whole Foods,-116.39,debit,Groceries,Whole Foods,normal
TXN0000673,12/1/2024,Rent Payment - Oak Street Apartments,-1650.0,debit,Housing,Oak Street Apartments,bill
TXN0000672,12/1/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000674,12/2/2024,76 Gas,-67.12,debit,Transportation,76 Gas,normal
TXN0000675,12/3/2024,Planet Fitness Monthly,-24.49,debit,Fitness,Planet Fitness,subscription
TXN0000676,12/3/2024,Shake Shack,-13.43,debit,Dining Out,Shake Shack,normal
TXN0000677,12/3/2024,Shell,-34.83,debit,Transportation,Shell,normal
TXN0000678,12/3/2024,Shake Shack,-26.97,debit,Dining Out,Shake Shack,normal
TXN0000679,12/4/2024,H&M,-112.85,debit,Shopping,H&M,normal
TXN0000680,12/4/2024,Walmart,-148.38,debit,Groceries,Walmart,normal
TXN0000681,12/5/2024,PG&E Electric,-92.0,debit,Utilities,PG&E Electric,bill
TXN0000682,12/5/2024,Chipotle,-17.38,debit,Dining Out,Chipotle,normal
TXN0000683,12/5/2024,Chevron,-67.56,debit,Transportation,Chevron,normal
TXN0000685,12/6/2024,76 Gas,-64.12,debit,Transportation,76 Gas,normal
TXN0000684,12/6/2024,Chipotle,-31.95,debit,Dining Out,Chipotle,normal
TXN0000686,12/7/2024,Comcast Internet,-79.99,debit,Utilities,Comcast Internet,bill
TXN0000687,12/7/2024,Safeway,-120.79,debit,Groceries,Safeway,normal
TXN0000688,12/7/2024,Chipotle,-12.58,debit,Dining Out,Chipotle,normal
TXN0000689,12/8/2024,Hulu + Live TV,-69.99,debit,Entertainment,Hulu,subscription
TXN0000690,12/8/2024,Whole Foods,-148.68,debit,Groceries,Whole Foods,normal
TXN0000691,12/8/2024,76 Gas,-70.09,debit,Transportation,76 Gas,normal
TXN0000692,12/8/2024,76 Gas,-46.71,debit,Transportation,76 Gas,normal
TXN0000693,12/9/2024,Walmart,-190.61,debit,Groceries,Walmart,normal
TXN0000695,12/10/2024,Walmart,-190.29,debit,Groceries,Walmart,normal
TXN0000694,12/10/2024,AT&T Phone,-65.0,debit,Utilities,AT&T Phone,bill
TXN0000696,12/11/2024,Local Cafe - Coffee,-5.59,debit,Food & Drink,Local Cafe,normal
TXN0000697,12/11/2024,Safeway,-159.3,debit,Groceries,Safeway,normal
TXN0000698,12/11/2024,76 Gas,-31.21,debit,Transportation,76 Gas,normal
TXN0000699,12/12/2024,Spotify Premium,-11.49,debit,Entertainment,Spotify,subscription
TXN0000700,12/12/2024,Whole Foods,-62.83,debit,Groceries,Whole Foods,normal
TXN0000701,12/12/2024,Chipotle,-26.97,debit,Dining Out,Chipotle,normal
TXN0000702,12/12/2024,Dunkin - Coffee,-4.46,debit,Food & Drink,Dunkin,normal
TXN0000703,12/13/2024,76 Gas,-44.37,debit,Transportation,76 Gas,normal
TXN0000704,12/14/2024,Geico Auto Insurance,-165.0,debit,Insurance,Geico,bill
TXN0000709,12/15/2024,Chevron,-74.75,debit,Transportation,Chevron,normal
TXN0000708,12/15/2024,Dunkin - Coffee,-5.05,debit,Food & Drink,Dunkin,normal
TXN0000705,12/15/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000706,12/15/2024,Netflix Subscription,-15.99,debit,Entertainment,Netflix,subscription
TXN0000707,12/15/2024,Trader Joes,-27.93,debit,Groceries,Trader Joes,normal
TXN0000710,12/16/2024,Dunkin - Coffee,-8.95,debit,Food & Drink,Dunkin,normal
TXN0000711,12/16/2024,IKEA,-163.14,debit,Shopping,IKEA,normal
TXN0000712,12/17/2024,Chipotle,-23.64,debit,Dining Out,Chipotle,normal
TXN0000713,12/17/2024,76 Gas,-56.16,debit,Transportation,76 Gas,normal
TXN0000717,12/18/2024,Shell,-49.34,debit,Transportation,Shell,normal
TXN0000716,12/18/2024,Local Cafe - Coffee,-7.35,debit,Food & Drink,Local Cafe,normal
TXN0000715,12/18/2024,Target,-147.22,debit,Groceries,Target,normal
TXN0000714,12/18/2024,Headspace Premium,-12.99,debit,Health,Headspace,subscription
TXN0000718,12/20/2024,Amazon Prime Membership,-14.99,debit,Shopping,Amazon Prime Video,subscription
TXN0000719,12/20/2024,Trader Joes,-66.69,debit,Groceries,Trader Joes,normal
TXN0000720,12/21/2024,Taco Bell,-20.08,debit,Dining Out,Taco Bell,normal
TXN0000721,12/21/2024,Local Cafe - Coffee,-9.34,debit,Food & Drink,Local Cafe,normal
TXN0000722,12/21/2024,Shake Shack,-15.57,debit,Dining Out,Shake Shack,normal
TXN0000723,12/22/2024,Target,-17.81,debit,Groceries,Target,normal
TXN0000724,12/22/2024,Chipotle,-27.17,debit,Dining Out,Chipotle,normal
TXN0000725,12/22/2024,Target,-68.87,debit,Groceries,Target,normal
TXN0000728,12/24/2024,Chipotle,-17.74,debit,Dining Out,Chipotle,normal
TXN0000726,12/24/2024,Chipotle,-31.01,debit,Dining Out,Chipotle,normal
TXN0000727,12/24/2024,Uber Ride,-12.69,debit,Transportation,Uber,normal
TXN0000729,12/25/2024,Five Guys,-28.57,debit,Dining Out,Five Guys,normal
TXN0000730,12/25/2024,Walmart,-22.89,debit,Groceries,Walmart,normal
TXN0000731,12/26/2024,H&M,-132.75,debit,Shopping,H&M,normal
TXN0000732,12/26/2024,76 Gas,-34.8,debit,Transportation,76 Gas,normal
TXN0000733,12/26/2024,76 Gas,-40.89,debit,Transportation,76 Gas,normal
TXN0000734,12/27/2024,H&M,-42.84,debit,Shopping,H&M,normal
TXN0000736,12/28/2024,Blue Bottle Coffee - Coffee,-6.25,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000737,12/28/2024,76 Gas,-35.34,debit,Transportation,76 Gas,normal
TXN0000735,12/28/2024,Uber Ride,-20.37,debit,Transportation,Uber,normal
TXN0000738,12/29/2024,Trader Joes,-100.63,debit,Groceries,Trader Joes,normal
TXN0000740,12/31/2024,Shell,-40.52,debit,Transportation,Shell,normal
TXN0000739,12/31/2024,Blue Bottle Coffee - Coffee,-5.56,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000741,12/31/2024,Shell,-77.74,debit,Transportation,Shell,normal
